budget,revenue,content_score,user_score,genres,director,release_year,release_month,release_day,release_weekday,run_time (in minuts),title,url
nan,nan,100,75,"Science Fiction,Action",Lee Yong-ju,2021,4,12,0,114,Seobok,https://www.themoviedb.org//movie/586047-seobok
nan,nan,100,61,"Thriller,Horror",Michael Nader,2021,6,17,3,80,The Toll,https://www.themoviedb.org//movie/638045-the-toll
nan,nan,100,69,"Comedy,Family,TV Movie",Kirk R. Thatcher,2021,10,8,4,52,Muppets Haunted Mansion,https://www.themoviedb.org//movie/826914-muppets-haunted-mansion
nan,nan,50,33,"Family,Animation",unknown,2021,10,1,4,nan,Catalina la Catrina: especial Día de Muertos,https://www.themoviedb.org//movie/880009-catalina-la-catrina-especial-día-de-muertos
nan,nan,100,66,"Fantasy,Family",David Yarovesky,2021,9,15,2,103,Nightbooks,https://www.themoviedb.org//movie/739990-nightbooks
20000000.0,34560577.0,100,60,"Action,Thriller,Crime",Mark Neveldine,2009,4,16,3,96,Crank: High Voltage,https://www.themoviedb.org//movie/15092-crank-high-voltage
nan,nan,100,57,Comedy,Jeff Rosenberg,2021,4,23,4,82,We Broke Up,https://www.themoviedb.org//movie/680319-we-broke-up
nan,nan,100,70,"Animation,Action,Adventure,Comedy,Family,Fantasy,Science Fiction",Peter Rida Michail,2021,7,27,1,80,Teen Titans Go! See Space Jam,https://www.themoviedb.org//movie/834404-teen-titans-go!-see-space-jam
nan,nan,100,72,"Animation,Music,Family",Scott Pleydell-Pearce,2021,8,20,4,62,"Barbie: Big City, Big Dreams","https://www.themoviedb.org//movie/850818-barbie-big-city,-big-dreams"
150000000.0,938212738.0,100,77,"Adventure,Fantasy,Mystery",David Yates,2007,7,11,2,138,Harry Potter and the Order of the Phoenix,https://www.themoviedb.org//movie/675-harry-potter-and-the-order-of-the-phoenix
8116935.0,nan,100,54,Comedy,Michèle Laroque,2021,6,2,2,83,Kids Are Back,https://www.themoviedb.org//movie/613583-kids-are-back
nan,27900000.0,100,63,"Action,Adventure,Crime",Stanley Tong,2020,9,30,2,107,Vanguard,https://www.themoviedb.org//movie/604822-vanguard
45000000.0,153000000.0,100,74,"Family,Comedy,Adventure,Animation,Fantasy",Will Gluck,2021,6,18,4,93,Peter Rabbit 2: The Runaway,https://www.themoviedb.org//movie/522478-peter-rabbit-2-the-runaway
nan,nan,100,81,"Animation,Action,Fantasy",Ethan Spaulding,2021,8,31,1,80,Mortal Kombat Legends: Battle of the Realms,https://www.themoviedb.org//movie/841755-mortal-kombat-legends-battle-of-the-realms
nan,nan,100,nan,"Family,Animation,Fantasy,Comedy,Adventure",Genndy Tartakovsky,2022,1,14,4,nan,Hotel Transylvania: Transformania,https://www.themoviedb.org//movie/585083-hotel-transylvania-transformania
17000000.0,61779301.0,100,83,"Action,Crime,Thriller,Drama",Ilya Naishuller,2021,8,27,4,92,Nobody,https://www.themoviedb.org//movie/615457-nobody
17700000.0,61321941.0,100,65,"Action,Adventure,Thriller",Kim Byung-seo,2019,12,19,3,128,Ashfall,https://www.themoviedb.org//movie/581387-ashfall
nan,nan,100,61,"Horror,Thriller,Mystery",Santiago Menghini,2021,9,29,2,85,No One Gets Out Alive,https://www.themoviedb.org//movie/740925-no-one-gets-out-alive
60000000.0,4700000.0,100,77,"Family,Animation,Fantasy,Adventure,Comedy",Tim Hill,2020,8,14,4,95,The SpongeBob Movie: Sponge on the Run,https://www.themoviedb.org//movie/400160-the-spongebob-movie-sponge-on-the-run
nan,38410729.0,100,70,"Animation,Action,Comedy,Fantasy,Adventure",Kohei Horikoshi,2021,10,29,4,101,My Hero Academia: World Heroes' Mission,https://www.themoviedb.org//movie/768744-my-hero-academia-world-heroes'-mission
nan,nan,86,63,"Drama,Science Fiction",unknown,2021,8,27,4,nan,Mutation on Mars,https://www.themoviedb.org//movie/866408-mutation-on-mars
3000000.0,nan,100,75,"Action,Thriller",Isaac Florentine,2010,5,22,5,96,Undisputed III: Redemption,https://www.themoviedb.org//movie/38234-undisputed-iii-redemption
nan,nan,100,57,"Horror,Thriller,Mystery",Patrick Brice,2021,10,6,2,96,There's Someone Inside Your House,https://www.themoviedb.org//movie/512025-there's-someone-inside-your-house
nan,nan,93,54,"Horror,Mystery,Family",Ben Simms,2021,10,5,1,31,Escape The Undertaker,https://www.themoviedb.org//movie/871875-escape-the-undertaker
nan,nan,100,64,"Action,Adventure,Crime,Drama,Mystery,Thriller",Ferdinando Cito Filomarino,2021,8,13,4,109,Beckett,https://www.themoviedb.org//movie/597433-beckett
nan,nan,100,70,"Comedy,Family,Fantasy",Alex Zamm,2021,10,8,4,91,Under Wraps,https://www.themoviedb.org//movie/763873-under-wraps
40000000.0,24640084.0,100,70,"Horror,Mystery,Thriller",James Wan,2021,9,10,4,111,Malignant,https://www.themoviedb.org//movie/619778-malignant
nan,nan,100,71,"Family,Comedy,Fantasy,Animation",Kevin Nolting,2021,4,30,4,9,22 vs. Earth,https://www.themoviedb.org//movie/811367-22-vs.-earth
nan,nan,100,83,"Romance,Drama",Thabang Moleya,2021,11,10,2,99,Happiness Ever After,https://www.themoviedb.org//movie/892342-happiness-ever-after
nan,nan,100,66,Comedy,Caroline Vigneaux,2021,11,11,3,nan,Flashback,https://www.themoviedb.org//movie/809065-flashback
nan,nan,86,74,Comedy,Fernando Ayllón,2021,10,9,5,nan,No me echen ese muerto,https://www.themoviedb.org//movie/882812-no-me-echen-ese-muerto
720000.0,nan,79,45,"Comedy,Romance",Daniel Diosdado,2021,3,31,2,88,Este amor es de otro planeta,https://www.themoviedb.org//movie/773660-este-amor-es-de-otro-planeta
nan,24901420.0,100,72,"Thriller,History,Drama",Dominic Cooke,2021,3,19,4,112,The Courier,https://www.themoviedb.org//movie/522241-the-courier
nan,nan,100,73,"Comedy,Drama",Kim Ji-hoon,2021,8,11,2,113,Sinkhole,https://www.themoviedb.org//movie/623135-sinkhole
nan,nan,100,69,"Comedy,Romance",Mark Waters,2021,8,27,4,91,He's All That,https://www.themoviedb.org//movie/347626-he's-all-that
5000000.0,61768190.0,100,68,"Action,Animation,Science Fiction",Tadayoshi Yamamuro,2015,8,4,1,93,Dragon Ball Z: Resurrection 'F',https://www.themoviedb.org//movie/303857-dragon-ball-z-resurrection-'f'
34000000.0,348319861.0,100,72,"Action,Mystery,Science Fiction,Thriller",Wes Ball,2014,9,18,3,113,The Maze Runner,https://www.themoviedb.org//movie/198663-the-maze-runner
23000000.0,99924.0,100,51,"Fantasy,Action,Science Fiction",Dimitri Logothetis,2020,11,20,4,102,Jiu Jitsu,https://www.themoviedb.org//movie/590706-jiu-jitsu
nan,nan,100,87,"Comedy,Fantasy",Jason Reitman,2021,11,19,4,124,Ghostbusters: Afterlife,https://www.themoviedb.org//movie/425909-ghostbusters-afterlife
20000000.0,36544468.0,100,63,"Horror,Crime,Mystery",Darren Lynn Bousman,2021,5,14,4,93,Spiral: From the Book of Saw,https://www.themoviedb.org//movie/602734-spiral-from-the-book-of-saw
nan,nan,100,72,"Action,Thriller",Stefano Sollima,2021,4,29,3,109,Tom Clancy's Without Remorse,https://www.themoviedb.org//movie/567189-tom-clancy's-without-remorse
nan,nan,100,72,"Romance,Comedy,Fantasy",Josh Lawson,2021,2,11,3,90,Long Story Short,https://www.themoviedb.org//movie/763532-long-story-short
40000000.0,175302354.0,100,82,"Drama,History,War",Mel Gibson,2016,11,4,4,139,Hacksaw Ridge,https://www.themoviedb.org//movie/324786-hacksaw-ridge
nan,nan,100,66,"Thriller,Crime",John Swab,2021,2,19,4,111,Body Brokers,https://www.themoviedb.org//movie/656940-body-brokers
26000000.0,67918658.0,100,58,"Horror,Action,Fantasy",Scott Stewart,2010,1,22,4,100,Legion,https://www.themoviedb.org//movie/22894-legion
nan,nan,100,60,"Drama,Science Fiction,Thriller",Mark Raso,2021,6,9,2,96,Awake,https://www.themoviedb.org//movie/615658-awake
68000000.0,698491347.0,100,62,"Adventure,Fantasy,Drama,Romance",David Slade,2010,6,23,2,124,The Twilight Saga: Eclipse,https://www.themoviedb.org//movie/24021-the-twilight-saga-eclipse
79000000.0,473093228.0,100,69,"Horror,Fantasy",Andy Muschietti,2019,9,6,4,169,It Chapter Two,https://www.themoviedb.org//movie/474350-it-chapter-two
200000000.0,623933331.0,100,68,"Adventure,Action,Science Fiction",Don Heck,2010,5,7,4,124,Iron Man 2,https://www.themoviedb.org//movie/10138-iron-man-2
nan,nan,100,82,"Animation,Action,Adventure,Comedy,Drama,Fantasy,Romance",Naoko Takeuchi,2021,2,11,3,80,Pretty Guardian Sailor Moon Eternal The Movie Part 2,https://www.themoviedb.org//movie/784500-pretty-guardian-sailor-moon-eternal-the-movie-part-2
150000000.0,385680446.0,100,74,"Science Fiction,Action,Adventure",Gene Roddenberry,2009,6,5,4,127,Star Trek,https://www.themoviedb.org//movie/13475-star-trek
nan,nan,93,65,"Documentary,Animation,History",Mor Loushy,2021,11,2,1,34,Camp Confidential: America's Secret Nazis,https://www.themoviedb.org//movie/888910-camp-confidential-america's-secret-nazis
25000000.0,50671850.0,100,59,"Horror,Comedy,Romance",Ronny Yu,1998,10,16,4,89,Bride of Chucky,https://www.themoviedb.org//movie/11932-bride-of-chucky
15000000.0,18192220.0,100,67,"Adventure,Drama,Fantasy",David Lowery,2021,8,27,4,130,The Green Knight,https://www.themoviedb.org//movie/559907-the-green-knight
nan,nan,100,53,Comedy,Ziggy Hofmeyr,2021,10,22,4,94,Little Big Mouth,https://www.themoviedb.org//movie/883648-little-big-mouth
nan,78334943.0,100,86,"Animation,Action,Science Fiction",Hideaki Anno,2021,3,8,0,155,Evangelion: 3.0+1.0 Thrice Upon a Time,https://www.themoviedb.org//movie/283566-evangelion-3.0+1.0-thrice-upon-a-time
nan,nan,93,85,"Adventure,Comedy,Animation,Fantasy",Takaomi Kanasaki,2019,8,30,4,90,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,https://www.themoviedb.org//movie/532067-konosuba-god's-blessing-on-this-wonderful-world!-legend-of-crimson
nan,3777969.0,100,61,"Horror,Thriller",Mike P. Nelson,2021,1,26,1,110,Wrong Turn,https://www.themoviedb.org//movie/630586-wrong-turn
nan,nan,93,69,"Animation,Family,Comedy,Fantasy",Dan Abraham,2020,10,23,4,7,Once Upon a Snowman,https://www.themoviedb.org//movie/741074-once-upon-a-snowman
nan,nan,100,68,"Horror,Mystery",Leigh Janiak,2021,7,2,4,107,Fear Street: 1994,https://www.themoviedb.org//movie/591273-fear-street-1994
nan,nan,100,66,"Action,Thriller",Brad Turner,2021,4,23,4,82,Trigger Point,https://www.themoviedb.org//movie/809314-trigger-point
200000000.0,66800000.0,100,70,"Adventure,Fantasy",Niki Caro,2020,9,4,4,115,Mulan,https://www.themoviedb.org//movie/337401-mulan
90000000.0,375540831.0,100,84,"Action,Adventure,Animation,Science Fiction,Comedy",Rodney Rothman,2018,12,14,4,117,Spider-Man: Into the Spider-Verse,https://www.themoviedb.org//movie/324857-spider-man-into-the-spider-verse
nan,nan,100,84,"Animation,Family,Comedy,Music,Fantasy",Chris Savino,2021,8,20,4,83,The Loud House Movie,https://www.themoviedb.org//movie/410113-the-loud-house-movie
15000000.0,44888959.0,100,69,"Horror,Thriller,Mystery",Will Honley,2021,7,16,4,88,Escape Room: Tournament of Champions,https://www.themoviedb.org//movie/585216-escape-room-tournament-of-champions
58000000.0,783100000.0,100,76,"Action,Adventure,Comedy",Fabian Nicieza,2016,2,12,4,108,Deadpool,https://www.themoviedb.org//movie/293660-deadpool
nan,nan,100,48,"Romance,Drama",Yoshihiro Mori,2021,11,5,4,124,We Couldn't Become Adults,https://www.themoviedb.org//movie/785544-we-couldn't-become-adults
30000000.0,373554033.0,100,80,"Animation,Adventure,Family,Comedy",John Lasseter,1995,11,22,2,81,Toy Story,https://www.themoviedb.org//movie/862-toy-story
nan,nan,100,72,"Comedy,Romance",Hernán Jiménez,2021,11,5,4,105,Love Hard,https://www.themoviedb.org//movie/734265-love-hard
45223.0,nan,100,79,"Animation,Comedy,Family,Fantasy",McKenna Jean Harris,2021,11,12,4,7,Ciao Alberto,https://www.themoviedb.org//movie/876716-ciao-alberto
40000000.0,60462347.0,100,65,Action,James McTeigue,2009,9,29,1,99,Ninja Assassin,https://www.themoviedb.org//movie/22832-ninja-assassin
25000000.0,77389310.0,100,63,"Horror,Thriller",Nia DaCosta,2021,9,3,4,91,Candyman,https://www.themoviedb.org//movie/565028-candyman
110000000.0,299268508.0,100,69,"Action,Science Fiction,Drama",Shawn Levy,2011,10,6,3,127,Real Steel,https://www.themoviedb.org//movie/39254-real-steel
nan,nan,100,61,Thriller,Anton Sigurðsson,2021,4,8,3,90,Women,https://www.themoviedb.org//movie/719164-women
nan,nan,100,73,Comedy,Clay Tarver,2021,8,27,4,103,Vacation Friends,https://www.themoviedb.org//movie/653349-vacation-friends
nan,nan,100,0,"Family,Animation",Charles E. Bastien,2021,12,2,3,56,PAW Patrol: Jet to the Rescue,https://www.themoviedb.org//movie/743439-paw-patrol-jet-to-the-rescue
150000000.0,1450026933.0,100,73,"Family,Animation,Adventure,Comedy,Fantasy",Jennifer Lee,2019,11,22,4,103,Frozen II,https://www.themoviedb.org//movie/330457-frozen-ii
80000000.0,214945591.0,100,66,"Comedy,Romance",Dennis Dugan,2011,2,11,4,117,Just Go with It,https://www.themoviedb.org//movie/50546-just-go-with-it
65000000.0,415252786.0,100,66,"Comedy,Drama,Romance",Michael Patrick King,2008,5,30,4,145,Sex and the City,https://www.themoviedb.org//movie/4564-sex-and-the-city
nan,2686.0,100,67,"Thriller,Crime",Martin Zandvliet,2021,5,27,3,120,The Marco Effect,https://www.themoviedb.org//movie/659940-the-marco-effect
95000000.0,226497209.0,100,62,"Adventure,Fantasy,Family",Chris Columbus,2010,2,11,3,118,Percy Jackson & the Olympians: The Lightning Thief,https://www.themoviedb.org//movie/32657-percy-jackson-&-the-olympians-the-lightning-thief
nan,nan,100,68,Comedy,Michael Bacall,2012,3,2,4,88,Project X,https://www.themoviedb.org//movie/57214-project-x
nan,1474579.0,100,64,Horror,Rodrigo Fiallega,2021,5,5,2,93,The Exorcism of Carmen Farias,https://www.themoviedb.org//movie/675024-the-exorcism-of-carmen-farias
nan,nan,100,64,"Horror,Drama,Fantasy",Zoe Lister-Jones,2020,10,28,2,94,The Craft: Legacy,https://www.themoviedb.org//movie/590995-the-craft-legacy
nan,nan,100,77,"Drama,Family,Comedy",Paul Weitz,2021,6,18,4,109,Fatherhood,https://www.themoviedb.org//movie/607259-fatherhood
nan,nan,86,32,Comedy,Ana Murugarren,2021,8,27,4,nan,García y García,https://www.themoviedb.org//movie/774456-garcía-y-garcía
nan,nan,93,65,"Animation,Comedy",David Silverman,2021,11,12,4,4,The Simpsons in Plusaversary,https://www.themoviedb.org//movie/877183-the-simpsons-in-plusaversary
123000000.0,345141403.0,100,67,"Family,Comedy,Fantasy",Ron Howard,2000,11,17,4,104,How the Grinch Stole Christmas,https://www.themoviedb.org//movie/8871-how-the-grinch-stole-christmas
nan,nan,50,45,Romance,unknown,2021,7,6,1,77,Why Women Cheat,https://www.themoviedb.org//movie/848932-why-women-cheat
40000000.0,28169671.0,100,57,"Adventure,Fantasy,Action,Thriller",Paul Weitz,2009,10,23,4,109,Cirque du Freak: The Vampire's Assistant,https://www.themoviedb.org//movie/24418-cirque-du-freak-the-vampire's-assistant
380000000.0,1045713802.0,100,65,"Adventure,Action,Fantasy",Rob Marshall,2011,5,20,4,137,Pirates of the Caribbean: On Stranger Tides,https://www.themoviedb.org//movie/1865-pirates-of-the-caribbean-on-stranger-tides
250000000.0,956019788.0,100,73,"Action,Adventure,Fantasy",Peter Jackson,2014,12,17,2,144,The Hobbit: The Battle of the Five Armies,https://www.themoviedb.org//movie/122917-the-hobbit-the-battle-of-the-five-armies
62000000.0,1071255.0,100,71,Drama,Adrian Lyne,1997,9,27,5,137,Lolita,https://www.themoviedb.org//movie/9769-lolita
45000000.0,763455561.0,100,83,"Family,Animation,Drama",Roger Allers,1994,10,10,0,89,The Lion King,https://www.themoviedb.org//movie/8587-the-lion-king
60000000.0,487853320.0,100,77,"Animation,Comedy,Fantasy,Adventure,Family",Andrew Adamson,2001,5,18,4,90,Shrek,https://www.themoviedb.org//movie/808-shrek
nan,357986087.0,100,86,"Romance,Animation,Drama",Makoto Shinkai,2016,8,26,4,106,Your Name.,https://www.themoviedb.org//movie/372058-your-name.
nan,2147110.0,100,72,"Action,Adventure,Drama,Thriller",Jonathan Hensleigh,2021,6,24,3,108,The Ice Road,https://www.themoviedb.org//movie/646207-the-ice-road
nan,nan,100,70,"TV Movie,Animation,Comedy,Family,Drama",Salvador Simó,2021,8,13,4,22,Descendants: The Royal Wedding,https://www.themoviedb.org//movie/805411-descendants-the-royal-wedding
200000000.0,760098996.0,100,69,"Action,Adventure,Comedy",Chris Morgan,2019,8,2,4,137,Fast & Furious Presents: Hobbs & Shaw,https://www.themoviedb.org//movie/384018-fast-&-furious-presents-hobbs-&-shaw
nan,26654184.0,100,67,"Animation,Adventure,Fantasy,Action,Family",Kunihiko Yuyama,2019,7,12,4,98,Pokémon: Mewtwo Strikes Back - Evolution,https://www.themoviedb.org//movie/571891-pokémon-mewtwo-strikes-back---evolution
75000000.0,634151679.0,100,71,"Family,Animation,Music,Comedy,Drama",Garth Jennings,2016,12,30,4,108,Sing,https://www.themoviedb.org//movie/335797-sing
nan,nan,100,85,"Animation,Comedy,Romance,Drama,Fantasy",Souichi Masui,2019,6,15,5,90,Rascal Does Not Dream of a Dreaming Girl,https://www.themoviedb.org//movie/572154-rascal-does-not-dream-of-a-dreaming-girl
12000000.0,2000371.0,100,47,"Action,Thriller,Science Fiction",Rita Augustine,2010,8,26,3,93,The King of Fighters,https://www.themoviedb.org//movie/44571-the-king-of-fighters
nan,nan,100,58,"Horror,Thriller,Mystery",Lars Klevberg,2019,10,11,4,88,Polaroid,https://www.themoviedb.org//movie/431075-polaroid
5308245.0,3468053.0,100,47,"Comedy,Family",Santiago Segura,2021,7,8,3,89,The Kids Are Alright: Destination Asturias,https://www.themoviedb.org//movie/800823-the-kids-are-alright-destination-asturias
250000000.0,1405403694.0,100,73,"Action,Adventure,Science Fiction",Joss Whedon,2015,4,24,4,141,Avengers: Age of Ultron,https://www.themoviedb.org//movie/99861-avengers-age-of-ultron
nan,nan,100,69,"Comedy,Drama",Bruno Garotti,2021,9,22,2,91,Confessions of an Invisible Girl,https://www.themoviedb.org//movie/786705-confessions-of-an-invisible-girl
59000000.0,383257136.0,100,73,"Animation,Comedy,Family,Adventure",Michael J. Wilson,2002,5,3,4,81,Ice Age,https://www.themoviedb.org//movie/425-ice-age
nan,nan,86,79,Documentary,unknown,2011,7,27,2,93,50 Greatest Harry Potter Moments,https://www.themoviedb.org//movie/483898-50-greatest-harry-potter-moments
nan,26745.0,100,66,"Horror,Thriller,Mystery",Rob Savage,2020,12,18,4,57,Host,https://www.themoviedb.org//movie/723072-host
68000000.0,215863606.0,100,63,Comedy,Seth MacFarlane,2015,6,26,4,115,Ted 2,https://www.themoviedb.org//movie/214756-ted-2
165000000.0,677700000.0,100,74,"Action,Adventure,Fantasy,Science Fiction",Scott Derrickson,2016,11,4,4,115,Doctor Strange,https://www.themoviedb.org//movie/284052-doctor-strange
210000000.0,1104000000.0,100,59,"Science Fiction,Action,Adventure",Michael Bay,2014,6,27,4,165,Transformers: Age of Extinction,https://www.themoviedb.org//movie/91314-transformers-age-of-extinction
14000000.0,nan,100,73,"War,History,Drama",Matthijs van Heijningen Jr.,2021,6,5,5,124,The Forgotten Battle,https://www.themoviedb.org//movie/633515-the-forgotten-battle
35000000.0,469310836.0,100,73,Comedy,Todd Phillips,2009,6,5,4,100,The Hangover,https://www.themoviedb.org//movie/18785-the-hangover
160000000.0,825532764.0,100,83,"Action,Science Fiction,Adventure",Christopher Nolan,2010,7,16,4,148,Inception,https://www.themoviedb.org//movie/27205-inception
nan,nan,100,63,"Horror,Comedy",Karl Holt,2021,5,7,4,94,Benny Loves You,https://www.themoviedb.org//movie/647302-benny-loves-you
